user_id,flagged
9,1
25,1
39,1
42,1
55,1
90,1
104,1
108,1
109,1
113,1
116,1
118,1
119,1
124,1
126,1
139,1
144,1
155,1
165,1
172,1
176,1
181,1
210,1
221,1
231,1
261,1
266,1
278,1
280,1
284,1
314,1
316,1
325,1
336,1
