user_id,flagged,attack_percentage
9,1,10
25,1,10
39,1,10
42,1,10
55,1,10
90,1,10
104,1,10
108,1,10
109,1,10
113,1,10
116,1,10
118,1,10
119,1,10
124,1,10
126,1,10
139,1,10
144,1,10
155,1,10
165,1,10
172,1,10
176,1,10
181,1,10
210,1,10
221,1,10
231,1,10
261,1,10
266,1,10
278,1,10
280,1,10
284,1,10
314,1,10
316,1,10
325,1,10
336,1,10
